payment_id,amount,payment_method,failure_reason,bank,previous_successes,previous_failures,attempt_number,customer_age_days,hour,day_of_week,recovery_action,recovered,recovered_amount
PAY_003492,1524.21,Wallet,network_error,SBI,7,5,4,945,18,0,retry_later,1,1524.21
PAY_003493,2689.09,UPI,network_error,Axis,4,5,4,420,8,1,retry_now,0,0.0
PAY_003494,1178.2,Card,gateway_error,Axis,3,0,1,766,7,3,retry_now,1,1178.2
PAY_003495,2722.21,NetBanking,network_error,Kotak,2,4,4,1412,20,0,no_action,0,0.0
PAY_003496,8502.57,UPI,network_error,Kotak,6,1,2,847,14,2,retry_now,1,8502.57
PAY_003497,3471.7,UPI,network_error,SBI,8,3,2,963,17,1,retry_later,1,3471.7
PAY_003498,1739.81,UPI,insufficient_balance,Kotak,3,0,3,239,19,2,retry_later,0,0.0
PAY_003499,1561.62,Card,blocked_card,Kotak,0,0,1,288,8,1,retry_later,0,0.0
PAY_003500,1359.21,Card,gateway_error,ICICI,7,1,4,206,3,5,change_payment_method,1,1359.21
PAY_003501,4649.49,Card,gateway_error,HDFC,9,2,2,116,2,5,retry_later,1,4649.49
PAY_003502,1094.61,Card,gateway_error,ICICI,10,1,3,748,16,4,retry_later,1,1094.61
PAY_003503,1874.65,Card,network_error,Axis,8,4,4,303,16,6,payment_link,1,1874.65
PAY_003504,1883.63,Wallet,gateway_error,ICICI,5,1,1,938,23,3,retry_now,1,1883.63
PAY_003505,1210.24,NetBanking,gateway_error,SBI,6,0,2,784,10,5,change_payment_method,1,1210.24
PAY_003506,603.07,NetBanking,network_error,ICICI,6,1,2,713,11,0,retry_now,1,603.07
PAY_003507,2341.11,Card,gateway_error,Kotak,3,1,2,36,10,1,change_payment_method,0,0.0
PAY_003508,1721.92,Card,network_error,SBI,6,0,2,583,9,0,change_payment_method,1,1721.92
PAY_003509,2697.8,Wallet,blocked_card,SBI,4,1,3,870,6,3,change_payment_method,0,0.0
PAY_003510,1179.82,Card,gateway_error,Axis,5,3,1,575,5,1,retry_later,0,0.0
PAY_003511,4801.37,Wallet,gateway_error,Axis,4,3,4,1397,6,1,retry_later,1,4801.37
PAY_003512,896.57,Wallet,insufficient_balance,Kotak,5,2,4,1253,11,4,change_payment_method,0,0.0
PAY_003513,7112.66,UPI,network_error,HDFC,8,1,4,405,2,0,retry_later,0,0.0
PAY_003514,446.7,UPI,network_error,SBI,8,0,4,243,4,4,change_payment_method,1,446.7
PAY_003515,2560.14,Card,otp_failure,Kotak,5,1,1,252,11,5,payment_link,1,2560.14
PAY_003516,2644.78,Wallet,otp_failure,Axis,4,2,3,1354,3,1,retry_now,1,2644.78
PAY_003517,956.76,Card,otp_failure,Axis,5,3,1,529,17,1,no_action,0,0.0
PAY_003518,2538.97,UPI,blocked_card,HDFC,7,1,4,1381,5,4,retry_now,0,0.0
PAY_003519,5032.21,UPI,otp_failure,SBI,3,3,2,1144,8,0,retry_now,1,5032.21
PAY_003520,306.91,UPI,gateway_error,SBI,5,1,2,1473,21,6,retry_now,1,306.91
PAY_003521,2703.21,UPI,blocked_card,Kotak,6,1,1,245,5,2,retry_later,1,2703.21
PAY_003522,246.01,UPI,insufficient_balance,HDFC,5,1,1,1369,16,4,no_action,0,0.0
PAY_003523,835.03,Card,gateway_error,ICICI,7,2,4,113,20,6,no_action,0,0.0
PAY_003524,6656.39,Card,blocked_card,Kotak,9,2,3,614,7,6,change_payment_method,0,0.0
PAY_003525,1135.21,UPI,insufficient_balance,SBI,5,1,2,829,16,0,retry_later,1,1135.21
PAY_003526,706.9,Card,insufficient_balance,Kotak,10,0,1,926,16,6,retry_now,0,0.0
PAY_003527,1543.26,UPI,blocked_card,Kotak,5,0,3,331,9,6,retry_later,0,0.0
PAY_003528,9455.25,UPI,insufficient_balance,Kotak,13,1,1,698,8,0,retry_later,1,9455.25
PAY_003529,417.65,UPI,insufficient_balance,Kotak,4,3,4,644,8,6,retry_later,0,0.0
PAY_003530,779.73,Card,network_error,SBI,4,1,4,1468,19,6,change_payment_method,0,0.0
PAY_003531,5990.59,Card,insufficient_balance,HDFC,9,3,3,80,4,4,no_action,0,0.0
PAY_003532,7991.72,Wallet,blocked_card,HDFC,5,1,4,782,22,3,change_payment_method,0,0.0
PAY_003533,1664.46,Card,insufficient_balance,Axis,7,2,3,1283,22,1,retry_later,0,0.0
PAY_003534,670.99,Card,insufficient_balance,Axis,3,1,3,690,3,0,retry_later,1,670.99
PAY_003535,9668.95,NetBanking,gateway_error,ICICI,8,1,4,597,6,5,no_action,1,9668.95
PAY_003536,6474.03,UPI,otp_failure,HDFC,2,1,1,1410,6,2,retry_later,1,6474.03
PAY_003537,3112.43,UPI,blocked_card,Kotak,4,2,3,1101,3,4,change_payment_method,0,0.0
PAY_003538,943.95,Card,otp_failure,Axis,3,4,1,299,2,5,retry_now,0,0.0
PAY_003539,1738.5,Card,otp_failure,Kotak,6,1,3,779,2,6,no_action,0,0.0
PAY_003540,1590.35,Wallet,blocked_card,ICICI,8,1,3,532,1,5,retry_later,1,1590.35
PAY_003541,2355.91,NetBanking,gateway_error,HDFC,6,2,3,1177,3,3,change_payment_method,0,0.0
PAY_003542,5772.16,UPI,blocked_card,SBI,3,0,2,57,21,6,retry_now,1,5772.16
PAY_003543,3653.84,UPI,insufficient_balance,ICICI,4,1,1,403,7,2,retry_later,1,3653.84
PAY_003544,763.64,Card,otp_failure,SBI,5,1,2,946,11,2,retry_now,0,0.0
PAY_003545,5438.17,Card,otp_failure,HDFC,5,0,2,1438,9,5,retry_now,0,0.0
PAY_003546,2322.75,NetBanking,gateway_error,SBI,0,1,1,407,18,0,retry_now,0,0.0
PAY_003547,3132.71,UPI,otp_failure,HDFC,6,2,2,878,18,2,retry_later,0,0.0
PAY_003548,5844.36,NetBanking,otp_failure,Kotak,4,2,2,563,13,6,retry_later,1,5844.36
PAY_003549,743.03,UPI,otp_failure,ICICI,5,1,1,1328,21,1,retry_later,1,743.03
PAY_003550,1756.96,Card,blocked_card,Kotak,7,1,3,776,6,5,retry_now,1,1756.96
PAY_003551,1181.85,NetBanking,insufficient_balance,HDFC,6,1,2,172,1,1,retry_now,0,0.0
PAY_003552,515.8,Wallet,blocked_card,HDFC,4,1,1,987,17,4,retry_later,0,0.0
PAY_003553,2385.99,Card,insufficient_balance,Kotak,3,0,2,431,3,3,payment_link,1,2385.99
PAY_003554,13483.81,Wallet,gateway_error,Kotak,7,3,2,876,5,2,retry_later,1,13483.81
PAY_003555,414.86,Wallet,otp_failure,Kotak,4,0,3,725,13,6,payment_link,1,414.86
PAY_003556,1761.95,Wallet,gateway_error,ICICI,8,2,4,195,9,4,retry_now,1,1761.95
PAY_003557,3018.26,UPI,network_error,ICICI,8,1,1,188,4,3,payment_link,1,3018.26
PAY_003558,1995.13,Wallet,network_error,HDFC,1,1,1,1496,20,0,retry_later,1,1995.13
PAY_003559,1651.6,UPI,gateway_error,Axis,8,3,1,422,15,3,retry_now,0,0.0
PAY_003560,639.46,NetBanking,insufficient_balance,Kotak,4,2,1,1205,1,6,payment_link,1,639.46
PAY_003561,2178.15,Card,network_error,SBI,3,0,4,807,15,6,payment_link,0,0.0
PAY_003562,986.92,UPI,blocked_card,SBI,3,1,1,585,9,0,payment_link,1,986.92
PAY_003563,313.58,UPI,insufficient_balance,SBI,6,0,4,185,14,1,change_payment_method,0,0.0
PAY_003564,4701.67,NetBanking,gateway_error,Kotak,5,3,4,849,14,2,retry_now,0,0.0
PAY_003565,3892.12,NetBanking,otp_failure,Axis,4,3,3,696,3,3,payment_link,0,0.0
PAY_003566,1884.33,Card,blocked_card,Axis,9,4,1,85,5,3,change_payment_method,0,0.0
PAY_003567,2171.69,NetBanking,blocked_card,ICICI,6,1,3,1171,6,6,retry_later,0,0.0
PAY_003568,4270.36,UPI,insufficient_balance,Axis,4,2,1,811,8,0,change_payment_method,0,0.0
PAY_003569,2163.48,Card,gateway_error,SBI,6,0,3,49,15,0,retry_now,0,0.0
PAY_003570,3726.46,Card,network_error,SBI,5,4,3,1333,9,3,retry_now,0,0.0
PAY_003571,1425.12,Card,network_error,Kotak,6,1,3,303,6,3,retry_later,1,1425.12
PAY_003572,5164.62,Wallet,gateway_error,ICICI,2,3,1,81,13,1,change_payment_method,1,5164.62
PAY_003573,2337.01,Wallet,gateway_error,HDFC,4,1,2,822,15,0,payment_link,0,0.0
PAY_003574,2111.69,UPI,insufficient_balance,ICICI,5,2,2,377,13,6,retry_later,0,0.0
PAY_003575,654.55,Wallet,otp_failure,HDFC,4,4,3,580,6,1,retry_now,0,0.0
PAY_003576,2274.61,NetBanking,otp_failure,ICICI,3,4,2,1255,5,0,payment_link,0,0.0
PAY_003577,929.3,Card,gateway_error,Axis,7,0,2,379,16,2,payment_link,1,929.3
PAY_003578,1085.04,UPI,network_error,ICICI,5,2,4,1377,18,0,retry_later,0,0.0
PAY_003579,941.71,NetBanking,network_error,Kotak,7,0,3,555,8,2,no_action,0,0.0
PAY_003580,770.48,Card,gateway_error,HDFC,5,2,1,1109,18,6,change_payment_method,0,0.0
PAY_003581,9895.32,NetBanking,network_error,Axis,6,1,2,700,14,1,retry_later,1,9895.32
PAY_003582,5245.21,Wallet,blocked_card,Axis,10,0,4,307,2,1,change_payment_method,0,0.0
PAY_003583,8402.58,NetBanking,otp_failure,ICICI,6,0,2,915,7,3,retry_later,0,0.0
PAY_003584,679.72,Wallet,network_error,Axis,6,0,3,1453,1,1,retry_later,1,679.72
PAY_003585,1914.1,NetBanking,insufficient_balance,SBI,7,0,4,942,2,6,retry_later,1,1914.1
PAY_003586,642.39,UPI,network_error,SBI,8,0,4,61,21,0,retry_later,1,642.39
PAY_003587,1036.33,Wallet,insufficient_balance,SBI,2,1,3,847,17,6,retry_later,0,0.0
PAY_003588,867.4,Wallet,insufficient_balance,ICICI,10,1,4,1480,18,5,no_action,0,0.0
PAY_003589,4873.99,Card,otp_failure,HDFC,8,2,2,952,9,6,retry_later,1,4873.99
PAY_003590,1316.87,Wallet,otp_failure,ICICI,8,4,1,180,17,5,retry_later,0,0.0
PAY_003591,4250.12,Card,insufficient_balance,Kotak,10,0,2,937,2,6,payment_link,0,0.0
PAY_003592,2931.58,Wallet,network_error,Axis,3,1,2,825,18,1,retry_later,1,2931.58
PAY_003593,11417.6,Wallet,insufficient_balance,SBI,9,2,4,878,23,3,retry_later,0,0.0
PAY_003594,553.6,Wallet,gateway_error,ICICI,6,2,1,460,2,4,retry_later,1,553.6
PAY_003595,4951.21,Wallet,gateway_error,ICICI,7,1,1,689,17,5,payment_link,1,4951.21
PAY_003596,4524.0,Card,network_error,Axis,4,3,4,649,19,0,payment_link,0,0.0
PAY_003597,829.89,UPI,otp_failure,ICICI,4,2,3,1189,11,5,retry_later,1,829.89
PAY_003598,4046.9,NetBanking,otp_failure,SBI,4,2,1,1013,0,6,payment_link,1,4046.9
PAY_003599,2365.91,Wallet,network_error,Axis,4,1,4,1071,19,6,no_action,1,2365.91
PAY_003600,1507.22,Wallet,network_error,HDFC,6,3,1,545,21,1,retry_later,1,1507.22
PAY_003601,935.29,UPI,blocked_card,SBI,3,2,1,778,7,1,retry_now,0,0.0
PAY_003602,1017.1,Card,gateway_error,Kotak,8,2,2,1464,13,1,retry_later,1,1017.1
PAY_003603,9319.36,NetBanking,otp_failure,Kotak,6,2,4,1364,6,0,retry_later,1,9319.36
PAY_003604,1809.03,UPI,blocked_card,Axis,6,3,3,836,16,3,payment_link,0,0.0
PAY_003605,3380.25,UPI,network_error,SBI,3,1,2,765,19,1,change_payment_method,0,0.0
PAY_003606,960.33,UPI,network_error,SBI,5,2,1,1413,0,0,retry_later,1,960.33
PAY_003607,968.86,UPI,insufficient_balance,SBI,2,1,3,1169,16,4,payment_link,0,0.0
PAY_003608,4296.64,Wallet,network_error,Kotak,6,1,3,110,1,2,retry_now,0,0.0
PAY_003609,614.21,NetBanking,gateway_error,Axis,4,2,3,582,21,3,change_payment_method,1,614.21
PAY_003610,1297.03,Wallet,otp_failure,Kotak,6,3,3,1208,22,0,payment_link,0,0.0
PAY_003611,1857.94,UPI,otp_failure,ICICI,1,2,2,352,5,0,retry_now,0,0.0
PAY_003612,1976.53,NetBanking,network_error,HDFC,7,1,1,892,1,2,payment_link,1,1976.53
PAY_003613,1566.7,UPI,gateway_error,Kotak,9,3,3,547,5,1,retry_now,0,0.0
PAY_003614,2481.59,Card,otp_failure,Axis,5,1,2,699,16,3,payment_link,1,2481.59
PAY_003615,3147.25,UPI,network_error,Kotak,2,1,3,393,15,6,no_action,1,3147.25
PAY_003616,3254.23,UPI,otp_failure,ICICI,4,0,3,459,7,4,change_payment_method,1,3254.23
PAY_003617,821.68,Card,gateway_error,ICICI,4,2,3,1050,12,2,retry_now,1,821.68
PAY_003618,1440.4,Wallet,blocked_card,ICICI,6,5,4,377,15,0,retry_later,0,0.0
PAY_003619,4702.32,NetBanking,blocked_card,ICICI,4,1,3,1151,22,1,change_payment_method,1,4702.32
PAY_003620,3698.63,UPI,insufficient_balance,HDFC,4,2,1,1321,13,6,retry_later,0,0.0
PAY_003621,602.88,UPI,network_error,SBI,5,0,1,136,14,3,retry_now,1,602.88
PAY_003622,2395.11,Card,gateway_error,ICICI,5,0,4,52,20,6,change_payment_method,1,2395.11
PAY_003623,371.45,NetBanking,network_error,HDFC,9,0,4,944,13,1,retry_now,0,0.0
PAY_003624,1877.22,Card,blocked_card,Kotak,2,1,3,1276,7,1,retry_now,0,0.0
PAY_003625,8252.02,UPI,otp_failure,ICICI,4,1,3,965,13,1,retry_now,1,8252.02
PAY_003626,846.99,Wallet,network_error,Kotak,3,3,2,186,14,6,retry_now,0,0.0
PAY_003627,927.55,Wallet,gateway_error,Kotak,3,1,4,61,19,2,payment_link,0,0.0
PAY_003628,3331.65,NetBanking,gateway_error,Axis,2,0,2,736,14,3,retry_later,0,0.0
PAY_003629,526.24,UPI,network_error,HDFC,3,1,1,1422,6,2,change_payment_method,1,526.24
PAY_003630,1089.85,Card,gateway_error,HDFC,5,3,3,190,23,4,payment_link,0,0.0
PAY_003631,2913.62,UPI,gateway_error,ICICI,5,0,2,287,0,3,retry_later,1,2913.62
PAY_003632,1088.52,Card,otp_failure,ICICI,7,2,2,188,10,5,retry_later,0,0.0
PAY_003633,1497.01,Card,gateway_error,ICICI,6,1,1,785,0,5,retry_now,1,1497.01
PAY_003634,3279.18,NetBanking,network_error,HDFC,3,1,4,1497,22,0,change_payment_method,1,3279.18
PAY_003635,2533.2,Card,network_error,Kotak,8,1,1,914,7,1,no_action,1,2533.2
PAY_003636,2238.26,NetBanking,insufficient_balance,Kotak,7,1,4,1126,16,4,retry_later,0,0.0
PAY_003637,1378.43,Wallet,otp_failure,ICICI,5,3,2,1367,14,4,retry_later,0,0.0
PAY_003638,2430.98,NetBanking,insufficient_balance,Kotak,7,0,4,1336,8,0,retry_later,1,2430.98
PAY_003639,1637.64,NetBanking,gateway_error,ICICI,6,0,4,173,18,6,payment_link,0,0.0
PAY_003640,2607.75,NetBanking,otp_failure,SBI,2,0,2,420,8,2,payment_link,1,2607.75
PAY_003641,1214.95,Wallet,gateway_error,Kotak,9,1,3,263,8,6,payment_link,1,1214.95
PAY_003642,1562.35,NetBanking,otp_failure,HDFC,5,2,4,836,16,2,retry_now,1,1562.35
PAY_003643,818.96,Card,insufficient_balance,Axis,3,2,3,812,13,2,retry_later,0,0.0
PAY_003644,1758.11,Card,network_error,HDFC,2,1,1,678,4,0,retry_later,1,1758.11
PAY_003645,945.01,NetBanking,blocked_card,HDFC,2,0,4,1170,23,5,retry_now,0,0.0
PAY_003646,741.57,Card,blocked_card,Axis,8,1,2,237,10,2,retry_now,0,0.0
PAY_003647,2223.7,NetBanking,otp_failure,ICICI,5,2,1,1360,9,1,retry_later,1,2223.7
PAY_003648,2143.49,Wallet,network_error,Kotak,2,0,4,1418,17,2,retry_later,0,0.0
PAY_003649,3382.26,Card,network_error,HDFC,1,2,3,999,10,3,payment_link,0,0.0
PAY_003650,1280.62,NetBanking,network_error,Kotak,8,0,3,691,9,0,payment_link,1,1280.62
PAY_003651,2506.0,UPI,gateway_error,Axis,6,1,3,96,3,2,retry_later,1,2506.0
PAY_003652,2809.15,Wallet,insufficient_balance,Axis,5,1,2,81,20,2,retry_now,0,0.0
PAY_003653,2580.71,UPI,insufficient_balance,Kotak,5,2,4,506,6,4,retry_later,0,0.0
PAY_003654,934.0,NetBanking,otp_failure,Kotak,5,2,2,1478,6,1,payment_link,0,0.0
PAY_003655,2037.52,Card,network_error,Axis,5,0,3,1039,17,4,retry_later,1,2037.52
PAY_003656,2419.49,NetBanking,otp_failure,ICICI,3,2,1,651,0,1,retry_later,1,2419.49
PAY_003657,1818.46,Card,gateway_error,Kotak,5,3,1,650,11,6,retry_later,1,1818.46
PAY_003658,340.64,NetBanking,insufficient_balance,SBI,6,1,1,152,4,3,change_payment_method,1,340.64
PAY_003659,2055.74,NetBanking,otp_failure,SBI,5,1,2,1146,9,1,payment_link,1,2055.74
PAY_003660,10615.02,Card,network_error,Kotak,7,1,3,711,15,2,no_action,0,0.0
PAY_003661,1355.56,Card,otp_failure,HDFC,3,0,4,350,1,2,retry_later,1,1355.56
PAY_003662,1009.83,NetBanking,otp_failure,Axis,6,0,1,1162,20,1,payment_link,1,1009.83
PAY_003663,2437.38,UPI,insufficient_balance,ICICI,3,1,2,1298,7,0,retry_later,0,0.0
PAY_003664,2321.35,Wallet,gateway_error,SBI,5,3,1,425,8,2,no_action,0,0.0
PAY_003665,4694.69,UPI,blocked_card,SBI,2,1,1,635,1,0,retry_now,1,4694.69
PAY_003666,660.97,UPI,blocked_card,HDFC,3,3,3,1067,4,2,no_action,0,0.0
PAY_003667,3245.76,UPI,insufficient_balance,Kotak,7,1,1,478,23,0,retry_later,0,0.0
PAY_003668,2899.63,UPI,network_error,HDFC,7,0,1,235,1,1,retry_now,0,0.0
PAY_003669,1613.7,Card,insufficient_balance,ICICI,7,0,3,508,1,4,payment_link,0,0.0
PAY_003670,2370.72,UPI,blocked_card,Kotak,10,0,3,208,20,2,retry_later,0,0.0
PAY_003671,4119.83,Wallet,network_error,SBI,5,2,1,1443,7,5,retry_now,0,0.0
PAY_003672,3633.14,Card,blocked_card,SBI,6,1,1,571,4,5,retry_later,0,0.0
PAY_003673,724.57,UPI,otp_failure,Axis,6,0,4,791,14,2,payment_link,1,724.57
PAY_003674,3484.66,Card,gateway_error,ICICI,4,1,4,509,1,1,retry_later,0,0.0
PAY_003675,1716.85,UPI,blocked_card,SBI,5,0,2,1006,5,4,payment_link,1,1716.85
PAY_003676,1916.58,UPI,network_error,HDFC,3,0,2,644,5,5,change_payment_method,1,1916.58
PAY_003677,1917.08,Wallet,insufficient_balance,SBI,7,4,3,286,1,2,retry_now,0,0.0
PAY_003678,1603.28,Card,otp_failure,HDFC,4,1,4,194,4,3,no_action,0,0.0
PAY_003679,4690.84,Card,insufficient_balance,HDFC,5,4,3,265,20,3,retry_later,0,0.0
PAY_003680,1690.92,NetBanking,blocked_card,Kotak,8,4,1,536,15,1,retry_later,0,0.0
PAY_003681,738.31,UPI,gateway_error,Kotak,3,2,4,126,4,2,payment_link,0,0.0
PAY_003682,1319.72,UPI,network_error,SBI,7,0,2,202,7,0,no_action,0,0.0
PAY_003683,2085.9,Wallet,network_error,SBI,4,1,4,1260,17,5,retry_later,1,2085.9
PAY_003684,4833.72,Wallet,insufficient_balance,HDFC,4,2,1,647,14,6,payment_link,0,0.0
PAY_003685,2929.17,Card,gateway_error,Kotak,3,0,2,37,17,0,no_action,1,2929.17
PAY_003686,915.59,Wallet,blocked_card,SBI,3,0,2,621,22,2,retry_now,0,0.0
PAY_003687,13202.37,Card,gateway_error,Kotak,3,1,2,637,13,0,retry_later,1,13202.37
PAY_003688,2234.61,UPI,insufficient_balance,ICICI,6,1,2,1123,15,2,retry_later,1,2234.61
PAY_003689,5015.62,UPI,gateway_error,HDFC,6,2,1,498,18,3,retry_now,0,0.0
PAY_003690,1601.39,Card,insufficient_balance,Kotak,6,1,4,1341,20,1,no_action,0,0.0
PAY_003691,2770.23,Wallet,otp_failure,SBI,2,1,4,1499,13,2,payment_link,0,0.0
PAY_003692,3538.91,Wallet,network_error,HDFC,6,0,1,359,3,5,retry_later,1,3538.91
PAY_003693,4791.29,Card,blocked_card,Axis,5,2,2,437,21,4,retry_now,0,0.0
PAY_003694,4212.85,UPI,network_error,HDFC,5,1,2,944,2,2,retry_now,0,0.0
PAY_003695,3632.79,Card,otp_failure,ICICI,3,1,2,240,17,0,no_action,1,3632.79
PAY_003696,1405.19,Wallet,gateway_error,HDFC,3,2,4,1243,2,2,retry_now,0,0.0
PAY_003697,1144.36,Card,otp_failure,Kotak,4,0,2,585,0,6,retry_now,1,1144.36
PAY_003698,2359.22,UPI,gateway_error,Kotak,2,2,2,459,20,4,payment_link,0,0.0
PAY_003699,3814.26,NetBanking,gateway_error,SBI,7,0,4,1410,7,4,retry_later,1,3814.26
PAY_003700,1512.96,Card,insufficient_balance,SBI,9,2,1,500,16,6,retry_later,1,1512.96
PAY_003701,4239.23,NetBanking,insufficient_balance,HDFC,6,4,3,556,8,2,change_payment_method,0,0.0
PAY_003702,5779.62,Card,gateway_error,HDFC,0,1,3,325,5,5,retry_later,0,0.0
PAY_003703,868.65,Wallet,otp_failure,HDFC,5,1,3,347,15,2,payment_link,1,868.65
PAY_003704,925.62,Wallet,insufficient_balance,Kotak,10,1,4,1042,21,2,no_action,1,925.62
PAY_003705,1615.98,NetBanking,otp_failure,Kotak,7,2,3,365,3,4,payment_link,0,0.0
PAY_003706,2312.51,Card,network_error,Axis,5,0,4,908,4,2,retry_now,1,2312.51
PAY_003707,1188.38,Wallet,gateway_error,Axis,6,0,2,557,17,4,change_payment_method,1,1188.38
PAY_003708,5333.5,NetBanking,otp_failure,Axis,4,2,3,218,17,6,payment_link,1,5333.5
PAY_003709,2538.31,NetBanking,gateway_error,SBI,3,1,3,754,14,4,retry_later,0,0.0
PAY_003710,1866.01,Card,gateway_error,Kotak,3,4,2,1460,6,2,payment_link,1,1866.01
PAY_003711,573.22,Wallet,network_error,HDFC,5,1,3,260,2,5,payment_link,0,0.0
PAY_003712,631.03,NetBanking,otp_failure,HDFC,4,0,2,422,8,6,retry_later,1,631.03
PAY_003713,2263.82,UPI,blocked_card,Axis,3,1,1,1160,18,2,payment_link,0,0.0
PAY_003714,328.3,UPI,otp_failure,SBI,3,0,4,1406,13,2,retry_now,1,328.3
PAY_003715,4064.76,Wallet,insufficient_balance,SBI,8,2,2,1426,19,4,payment_link,1,4064.76
PAY_003716,1593.16,Wallet,network_error,Axis,3,2,4,82,6,6,payment_link,1,1593.16
PAY_003717,24208.87,UPI,network_error,HDFC,6,2,2,32,16,6,retry_later,1,24208.87
PAY_003718,11456.73,NetBanking,gateway_error,SBI,3,1,4,332,20,4,change_payment_method,0,0.0
PAY_003719,1563.75,Card,network_error,ICICI,8,1,1,703,10,4,payment_link,1,1563.75
PAY_003720,1660.59,NetBanking,insufficient_balance,Axis,6,1,4,1084,13,3,retry_later,0,0.0
PAY_003721,4009.67,Wallet,otp_failure,HDFC,6,2,4,1315,4,6,change_payment_method,1,4009.67
PAY_003722,7062.38,Wallet,blocked_card,ICICI,4,0,4,1042,3,6,retry_now,0,0.0
PAY_003723,487.64,Card,network_error,Kotak,3,2,4,197,3,4,retry_later,0,0.0
PAY_003724,433.07,NetBanking,gateway_error,HDFC,5,3,4,121,22,3,retry_later,1,433.07
PAY_003725,1099.24,Card,blocked_card,ICICI,3,0,3,274,8,4,no_action,0,0.0
PAY_003726,2881.86,NetBanking,gateway_error,Kotak,4,0,2,773,23,0,retry_now,1,2881.86
PAY_003727,2690.54,NetBanking,otp_failure,SBI,3,1,3,752,13,3,payment_link,1,2690.54
PAY_003728,4254.86,UPI,network_error,HDFC,3,2,1,1166,12,6,retry_later,0,0.0
PAY_003729,692.45,NetBanking,insufficient_balance,HDFC,3,1,3,1243,15,5,payment_link,0,0.0
PAY_003730,283.46,Wallet,gateway_error,SBI,3,1,3,423,20,0,payment_link,0,0.0
PAY_003731,3591.81,Wallet,insufficient_balance,HDFC,4,1,3,1167,20,5,no_action,0,0.0
PAY_003732,932.1,Wallet,blocked_card,Axis,7,1,4,533,23,5,retry_now,0,0.0
PAY_003733,359.68,UPI,insufficient_balance,ICICI,4,5,4,934,21,6,retry_now,0,0.0
PAY_003734,2030.53,Card,gateway_error,Kotak,0,2,2,484,8,6,payment_link,0,0.0
PAY_003735,3410.25,Wallet,otp_failure,Kotak,4,2,1,1376,6,0,retry_later,0,0.0
PAY_003736,1639.84,Wallet,network_error,ICICI,5,0,1,904,17,5,payment_link,0,0.0
PAY_003737,1253.53,Card,blocked_card,Axis,5,1,3,994,13,1,retry_later,0,0.0
PAY_003738,1591.62,UPI,blocked_card,HDFC,6,0,3,1356,1,4,retry_later,1,1591.62
PAY_003739,1344.17,NetBanking,blocked_card,SBI,5,2,4,359,17,3,retry_now,0,0.0
PAY_003740,614.96,Card,gateway_error,SBI,4,2,1,1314,18,6,retry_now,1,614.96
PAY_003741,1020.71,NetBanking,insufficient_balance,HDFC,4,0,4,637,0,3,change_payment_method,0,0.0
PAY_003742,2743.59,NetBanking,otp_failure,Kotak,4,3,4,247,12,5,retry_later,1,2743.59
PAY_003743,2338.68,NetBanking,gateway_error,ICICI,8,1,2,1065,14,0,retry_now,1,2338.68
PAY_003744,2068.23,Card,gateway_error,ICICI,3,2,1,461,1,4,retry_later,1,2068.23
PAY_003745,815.57,Card,blocked_card,Kotak,4,0,2,1264,7,0,retry_now,0,0.0
PAY_003746,1563.68,NetBanking,gateway_error,ICICI,6,0,4,170,6,0,retry_later,0,0.0
PAY_003747,316.82,UPI,otp_failure,Kotak,8,2,1,819,10,1,retry_now,1,316.82
PAY_003748,2085.54,UPI,otp_failure,Axis,4,1,3,1300,0,2,change_payment_method,0,0.0
PAY_003749,5670.8,UPI,gateway_error,HDFC,6,1,1,447,11,5,retry_later,1,5670.8
PAY_003750,555.96,Wallet,insufficient_balance,Kotak,8,1,3,382,8,6,retry_now,1,555.96
PAY_003751,1131.45,NetBanking,blocked_card,Axis,7,3,2,1308,19,0,retry_later,1,1131.45
PAY_003752,2352.62,Wallet,gateway_error,Kotak,5,0,1,343,19,0,change_payment_method,1,2352.62
PAY_003753,4925.96,UPI,gateway_error,Axis,8,1,1,659,13,2,payment_link,1,4925.96
PAY_003754,1263.22,Card,blocked_card,Axis,6,1,1,462,7,2,no_action,0,0.0
PAY_003755,1039.19,UPI,insufficient_balance,Axis,3,0,4,875,19,0,retry_now,0,0.0
PAY_003756,374.23,Wallet,blocked_card,HDFC,7,1,3,673,11,3,no_action,0,0.0
PAY_003757,1964.02,Wallet,gateway_error,Kotak,3,0,2,77,3,0,no_action,1,1964.02
PAY_003758,9261.87,UPI,network_error,Kotak,5,1,3,437,15,0,retry_now,1,9261.87
PAY_003759,2257.21,NetBanking,insufficient_balance,Kotak,2,0,1,1392,23,3,change_payment_method,0,0.0
PAY_003760,1776.1,Card,insufficient_balance,Axis,5,2,3,1000,6,5,change_payment_method,0,0.0
PAY_003761,2339.44,Card,gateway_error,ICICI,4,2,1,721,6,0,no_action,1,2339.44
PAY_003762,1792.07,UPI,gateway_error,ICICI,4,0,1,394,13,0,retry_now,1,1792.07
PAY_003763,943.49,NetBanking,blocked_card,Kotak,2,1,4,1356,11,0,retry_later,0,0.0
PAY_003764,3493.38,NetBanking,gateway_error,ICICI,5,1,4,657,20,5,change_payment_method,0,0.0
PAY_003765,2165.94,UPI,gateway_error,ICICI,4,2,1,79,9,4,retry_later,1,2165.94
PAY_003766,1833.7,Card,insufficient_balance,ICICI,9,1,4,852,13,3,payment_link,0,0.0
